,user_id,quote_id,liked
482,2,30,0.8
483,3,30,0.9
484,4,30,0.5
485,5,30,0.4
486,6,30,0.6
487,7,30,0.9
488,8,30,0.3
489,9,30,0.8
490,10,30,0.7
491,11,30,0.7
492,12,30,0.4
493,13,30,0.3
494,14,30,0.9
495,15,30,0.6
496,0,31,0.8
497,1,31,0.9
498,2,31,0.7
499,3,31,0.6
500,4,31,0.7
501,5,31,1.0
502,6,31,0.9
503,7,31,0.9
504,8,31,0.5
505,9,31,0.6
506,10,31,0.5
507,11,31,0.4
508,12,31,0.3
509,13,31,0.4
510,14,31,0.6
511,15,31,0.3
512,0,32,0.4
513,1,32,0.7
514,2,32,0.9
515,3,32,0.6
516,4,32,0.5
517,5,32,0.8
518,6,32,1.0
519,7,32,0.3
520,8,32,0.2
521,9,32,0.5
522,10,32,0.7
523,11,32,0.9
524,12,32,0.2
525,13,32,0.4
526,14,32,0.6
527,15,32,0.3
528,0,33,0.8
529,1,33,0.7
530,2,33,0.9
531,3,33,0.6
532,4,33,0.8
533,5,33,1.0
534,6,33,0.9
535,7,33,0.8
536,8,33,0.5
537,9,33,0.6
538,10,33,0.7
539,11,33,0.5
540,12,33,0.4
541,13,33,0.6
542,14,33,0.8
543,15,33,0.5
544,0,34,0.9
545,1,34,1.0
546,2,34,0.8
547,3,34,0.7
548,4,34,0.6
549,5,34,0.5
550,6,34,0.4
551,7,34,0.5
552,8,34,0.6
553,9,34,0.4
554,10,34,0.3
555,11,34,0.6
556,12,34,0.4
557,13,34,0.7
558,14,34,0.5
559,15,34,0.3
560,0,35,0.9
561,1,35,1.0
562,2,35,0.9
563,3,35,0.8
564,4,35,1.0
565,5,35,0.6
566,6,35,0.7
567,7,35,0.5
568,8,35,1.0
569,9,35,0.4
570,10,35,0.4
571,11,35,0.8
572,12,35,0.6
573,13,35,1.0
574,14,35,0.6
575,15,35,0.5
576,0,36,0.9
577,1,36,0.8
578,2,36,0.7
579,3,36,0.5
580,4,36,0.8
581,5,36,0.9
582,6,36,0.6
583,7,36,1.0
584,8,36,0.6
585,9,36,0.4
586,10,36,0.3
587,11,36,0.4
588,12,36,0.5
589,13,36,0.6
590,14,36,0.9
591,15,36,0.4
592,0,37,0.8
593,1,37,0.9
594,2,37,1.0
595,3,37,0.7
596,4,37,0.8
597,5,37,0.5
598,6,37,0.6
599,7,37,0.4
600,8,37,0.9
601,9,37,0.4
602,10,37,0.5
603,11,37,1.0
604,12,37,0.3
605,13,37,0.9
606,14,37,0.5
607,15,37,0.3
608,0,38,0.9
609,1,38,1.0
610,2,38,1.0
611,3,38,0.8
612,4,38,0.9
613,5,38,0.7
614,6,38,0.8
615,7,38,0.8
616,8,38,0.6
617,9,38,0.5
618,10,38,0.4
619,11,38,0.9
620,12,38,0.5
621,13,38,0.7
622,14,38,0.6
623,15,38,0.5
624,0,39,0.8
625,1,39,0.9
626,2,39,0.8
627,3,39,0.7
628,4,39,0.7
629,5,39,1.0
630,6,39,0.9
631,7,39,0.9
632,8,39,0.6
633,9,39,0.6
634,10,39,0.5
635,11,39,0.5
636,12,39,0.4
637,13,39,0.5
638,14,39,0.4
639,15,39,0.3
640,0,40,0.3
641,1,40,0.4
642,2,40,0.8
643,3,40,0.7
644,4,40,0.5
645,5,40,0.2
646,6,40,0.6
647,7,40,0.3
648,8,40,0.2
649,9,40,0.9
650,10,40,1.0
651,11,40,0.9
652,12,40,0.1
653,13,40,0.4
654,14,40,0.5
655,15,40,0.2
656,0,41,0.9
657,1,41,1.0
658,2,41,0.8
659,3,41,0.7
660,4,41,0.9
661,5,41,0.7
662,6,41,0.8
663,7,41,0.8
664,8,41,0.6
665,9,41,0.5
666,10,41,0.4
667,11,41,0.7
668,12,41,0.5
669,13,41,0.6
670,14,41,0.7
671,15,41,0.4
672,0,42,0.8
673,1,42,0.9
674,2,42,0.7
675,3,42,0.6
676,4,42,0.8
677,5,42,0.9
678,6,42,0.7
679,7,42,0.8
680,8,42,0.5
681,9,42,0.4
682,10,42,0.5
683,11,42,0.6
684,12,42,0.4
685,13,42,0.5
686,14,42,0.6
687,15,42,0.4
688,0,43,1.0
689,1,43,1.0
690,2,43,0.9
691,3,43,1.0
692,4,43,0.8
693,5,43,0.9
694,6,43,0.8
695,7,43,0.7
696,8,43,0.6
697,9,43,0.5
698,10,43,0.4
699,11,43,0.9
700,12,43,0.4
701,13,43,0.6
702,14,43,0.5
703,15,43,0.3
704,0,44,0.8
705,1,44,0.9
706,2,44,0.7
707,3,44,0.6
708,4,44,0.8
709,5,44,0.4
710,6,44,0.5
711,7,44,0.6
712,8,44,0.9
713,9,44,0.3
714,10,44,0.4
715,11,44,0.6
716,12,44,0.7
717,13,44,0.9
718,14,44,0.5
719,15,44,0.4
720,0,45,0.1
721,1,45,0.1
722,2,45,0.1
723,3,45,0.1
724,4,45,0.1
725,5,45,0.1
726,6,45,0.1
727,7,45,0.1
728,8,45,0.1
729,9,45,0.1
730,10,45,0.1
731,11,45,0.1
732,12,45,0.1
733,13,45,0.1
734,14,45,0.1
735,15,45,0.1
736,0,46,1.0
737,1,46,1.0
738,2,46,0.9
739,3,46,0.8
740,4,46,0.9
741,5,46,0.5
742,6,46,0.6
743,7,46,0.7
744,8,46,0.8
745,9,46,0.4
746,10,46,0.5
747,11,46,0.9
748,12,46,0.4
749,13,46,0.8
750,14,46,0.6
751,15,46,0.5
752,0,47,0.9
753,1,47,1.0
754,2,47,1.0
755,3,47,0.8
756,4,47,0.9
757,5,47,0.7
758,6,47,0.8
759,7,47,0.6
760,8,47,0.8
761,9,47,0.5
762,10,47,0.4
763,11,47,0.9
764,12,47,0.5
765,13,47,0.8
766,14,47,0.7
767,15,47,0.5
768,0,48,0.9
769,1,48,0.7
770,2,48,0.6
771,3,48,0.5
772,4,48,1.0
773,5,48,0.8
774,6,48,0.7
775,7,48,0.9
776,8,48,1.0
777,9,48,0.4
778,10,48,0.5
779,11,48,0.6
780,12,48,1.0
781,13,48,1.0
782,14,48,1.0
783,15,48,0.9
784,0,49,0.8
785,1,49,0.7
786,2,49,0.8
787,3,49,0.5
788,4,49,0.9
789,5,49,0.8
790,6,49,0.9
791,7,49,1.0
792,8,49,0.6
793,9,49,0.5
794,10,49,0.4
795,11,49,0.5
796,12,49,0.7
797,13,49,0.8
798,14,49,1.0
799,15,49,0.6
800,0,50,0.9
801,1,50,1.0
802,2,50,1.0
803,3,50,0.8
804,4,50,0.9
805,5,50,0.7
806,6,50,0.8
807,7,50,0.6
808,8,50,0.7
809,9,50,0.5
810,10,50,0.5
811,11,50,0.9
812,12,50,0.4
813,13,50,0.8
814,14,50,0.9
815,15,50,0.4
816,0,51,0.8
817,1,51,0.9
818,2,51,0.7
819,3,51,0.8
820,4,51,0.6
821,5,51,0.7
822,6,51,0.5
823,7,51,0.6
824,8,51,0.7
825,9,51,0.5
826,10,51,0.4
827,11,51,0.6
828,12,51,0.5
829,13,51,0.6
830,14,51,0.5
831,15,51,0.4
832,0,52,0.9
833,1,52,1.0
834,2,52,0.8
835,3,52,0.7
836,4,52,0.8
837,5,52,0.4
838,6,52,0.5
839,7,52,0.3
840,8,52,0.8
841,9,52,0.3
842,10,52,0.3
843,11,52,0.9
844,12,52,0.2
845,13,52,0.8
846,14,52,0.4
847,15,52,0.2
848,0,53,0.8
849,1,53,0.9
850,2,53,0.7
851,3,53,0.6
852,4,53,0.8
853,5,53,1.0
854,6,53,0.9
855,7,53,0.8
856,8,53,0.5
857,9,53,0.4
858,10,53,0.3
859,11,53,0.4
860,12,53,0.3
861,13,53,0.5
862,14,53,0.6
863,15,53,0.4
864,0,54,0.8
865,1,54,0.9
866,2,54,0.9
867,3,54,0.7
868,4,54,0.8
869,5,54,0.6
870,6,54,0.7
871,7,54,0.5
872,8,54,0.8
873,9,54,0.4
874,10,54,0.5
875,11,54,0.9
876,12,54,0.4
877,13,54,0.8
878,14,54,0.5
879,15,54,0.4
880,0,55,0.8
881,1,55,0.9
882,2,55,0.9
883,3,55,0.7
884,4,55,0.8
885,5,55,1.0
886,6,55,1.0
887,7,55,0.9
888,8,55,0.6
889,9,55,0.7
890,10,55,0.6
891,11,55,0.7
892,12,55,0.4
893,13,55,0.5
894,14,55,0.8
895,15,55,0.4
896,0,56,0.2
897,1,56,0.1
898,2,56,0.3
899,3,56,0.4
900,4,56,0.3
901,5,56,0.1
902,6,56,0.2
903,7,56,0.2
904,8,56,0.5
905,9,56,0.4
906,10,56,0.5
907,11,56,0.3
908,12,56,0.6
909,13,56,0.7
910,14,56,0.6
911,15,56,0.7
912,0,57,0.9
913,1,57,1.0
914,2,57,1.0
915,3,57,0.8
916,4,57,0.7
917,5,57,0.9
918,6,57,1.0
919,7,57,0.8
920,8,57,0.6
921,9,57,0.5
922,10,57,0.4
923,11,57,0.6
924,12,57,0.3
925,13,57,0.5
926,14,57,0.6
927,15,57,0.3
928,0,58,0.9
929,1,58,0.9
930,2,58,0.8
931,3,58,0.7
932,4,58,0.8
933,5,58,0.7
934,6,58,0.6
935,7,58,0.8
936,8,58,0.6
937,9,58,0.5
938,10,58,0.4
939,11,58,0.6
940,12,58,0.5
941,13,58,0.7
942,14,58,0.6
943,15,58,0.5
944,0,59,0.8
945,1,59,0.9
946,2,59,0.9
947,3,59,0.7
948,4,59,0.8
949,5,59,1.0
950,6,59,1.0
951,7,59,0.9
952,8,59,0.6
953,9,59,0.5
954,10,59,0.6
955,11,59,0.7
956,12,59,0.4
957,13,59,0.5
958,14,59,0.9
959,15,59,0.4
960,0,60,0.8
961,1,60,0.9
962,2,60,0.9
963,3,60,0.7
964,4,60,0.8
965,5,60,0.6
966,6,60,0.7
967,7,60,0.5
968,8,60,0.7
969,9,60,0.4
970,10,60,0.3
971,11,60,0.8
972,12,60,0.4
973,13,60,0.8
974,14,60,0.6
975,15,60,0.3
976,0,61,0.9
977,1,61,1.0
978,2,61,0.8
979,3,61,0.7
980,4,61,0.9
981,5,61,0.6
982,6,61,0.5
983,7,61,0.4
984,8,61,0.6
985,9,61,0.3
986,10,61,0.2
987,11,61,0.7
988,12,61,0.4
989,13,61,0.8
990,14,61,0.5
991,15,61,0.3
992,0,62,0.9
993,1,62,1.0
994,2,62,0.9
995,3,62,0.8
996,4,62,0.8
997,5,62,0.6
998,6,62,0.5
999,7,62,0.5
1000,8,62,0.9
1001,9,62,0.4
1002,10,62,0.3
1003,11,62,0.8
1004,12,62,0.6
1005,13,62,0.9
1006,14,62,0.4
1007,15,62,0.3
1008,0,63,0.4
1009,1,63,0.7
1010,2,63,0.9
1011,3,63,0.8
1012,4,63,0.5
1013,5,63,0.6
1014,6,63,1.0
1015,7,63,0.3
1016,8,63,0.2
1017,9,63,0.7
1018,10,63,1.0
1019,11,63,0.9
1020,12,63,0.2
1021,13,63,0.4
1022,14,63,0.5
1023,15,63,0.3
1024,0,64,0.9
1025,1,64,1.0
1026,2,64,0.9
1027,3,64,0.8
1028,4,64,0.8
1029,5,64,0.6
1030,6,64,0.7
1031,7,64,0.5
1032,8,64,0.7
1033,9,64,0.4
1034,10,64,0.3
1035,11,64,0.8
1036,12,64,0.4
1037,13,64,0.6
1038,14,64,0.5
1039,15,64,0.3
1040,0,65,0.9
1041,1,65,0.8
1042,2,65,0.9
1043,3,65,0.7
1044,4,65,0.8
1045,5,65,0.6
1046,6,65,0.7
1047,7,65,0.7
1048,8,65,0.6
1049,9,65,0.5
1050,10,65,0.6
1051,11,65,0.8
1052,12,65,0.4
1053,13,65,0.5
1054,14,65,0.8
1055,15,65,0.4
1056,0,66,0.8
1057,1,66,0.9
1058,2,66,0.8
1059,3,66,0.9
1060,4,66,0.7
1061,5,66,0.6
1062,6,66,0.6
1063,7,66,0.5
1064,8,66,0.8
1065,9,66,0.5
1066,10,66,0.4
1067,11,66,0.9
1068,12,66,0.4
1069,13,66,0.6
1070,14,66,0.4
1071,15,66,0.3
1072,0,67,0.7
1073,1,67,0.6
1074,2,67,0.5
1075,3,67,0.4
1076,4,67,0.6
1077,5,67,0.9
1078,6,67,0.8
1079,7,67,1.0
1080,8,67,0.3
1081,9,67,0.6
1082,10,67,0.7
1083,11,67,0.2
1084,12,67,0.4
1085,13,67,0.3
1086,14,67,0.9
1087,15,67,0.8
1088,0,68,0.8
1089,1,68,0.9
1090,2,68,0.8
1091,3,68,0.7
1092,4,68,0.9
1093,5,68,0.6
1094,6,68,0.7
1095,7,68,0.8
1096,8,68,0.5
1097,9,68,0.4
1098,10,68,0.3
1099,11,68,0.6
1100,12,68,0.4
1101,13,68,0.6
1102,14,68,0.7
1103,15,68,0.5
1104,0,69,0.7
1105,1,69,0.8
1106,2,69,0.9
1107,3,69,0.8
1108,4,69,0.6
1109,5,69,0.5
1110,6,69,0.7
1111,7,69,0.4
1112,8,69,0.6
1113,9,69,0.7
1114,10,69,0.8
1115,11,69,0.9
1116,12,69,0.5
1117,13,69,0.6
1118,14,69,0.4
1119,15,69,0.5
1120,0,70,0.9
1121,1,70,1.0
1122,2,70,1.0
1123,3,70,0.8
1124,4,70,0.8
1125,5,70,0.7
1126,6,70,0.9
1127,7,70,0.7
1128,8,70,0.6
1129,9,70,0.5
1130,10,70,0.4
1131,11,70,0.9
1132,12,70,0.3
1133,13,70,0.6
1134,14,70,0.5
1135,15,70,0.3
1136,0,71,0.9
1137,1,71,1.0
1138,2,71,0.8
1139,3,71,0.7
1140,4,71,0.9
1141,5,71,0.6
1142,6,71,0.7
1143,7,71,0.5
1144,8,71,0.8
1145,9,71,0.4
1146,10,71,0.5
1147,11,71,0.6
1148,12,71,0.5
1149,13,71,0.9
1150,14,71,0.6
1151,15,71,0.5
1152,0,72,0.7
1153,1,72,0.8
1154,2,72,0.9
1155,3,72,0.6
1156,4,72,0.8
1157,5,72,0.7
1158,6,72,0.9
1159,7,72,0.8
1160,8,72,0.5
1161,9,72,0.6
1162,10,72,0.8
1163,11,72,0.7
1164,12,72,0.4
1165,13,72,0.5
1166,14,72,0.9
1167,15,72,0.6
1168,0,73,0.9
1169,1,73,1.0
1170,2,73,0.8
1171,3,73,0.7
1172,4,73,0.6
1173,5,73,0.9
1174,6,73,0.7
1175,7,73,0.8
1176,8,73,0.5
1177,9,73,0.6
1178,10,73,0.4
1179,11,73,0.5
1180,12,73,0.4
1181,13,73,0.5
1182,14,73,0.6
1183,15,73,0.3
1184,0,74,0.9
1185,1,74,0.8
1186,2,74,0.7
1187,3,74,0.5
1188,4,74,1.0
1189,5,74,0.6
1190,6,74,0.5
1191,7,74,0.9
1192,8,74,0.6
1193,9,74,0.4
1194,10,74,0.4
1195,11,74,0.5
1196,12,74,0.7
1197,13,74,0.8
1198,14,74,1.0
1199,15,74,0.6
1200,0,75,0.6
1201,1,75,0.7
1202,2,75,0.7
1203,3,75,0.5
1204,4,75,0.6
1205,5,75,0.9
1206,6,75,0.8
1207,7,75,0.8
1208,8,75,0.4
1209,9,75,0.5
1210,10,75,0.6
1211,11,75,0.5
1212,12,75,0.3
1213,13,75,0.4
1214,14,75,0.7
1215,15,75,0.5
1216,0,76,0.9
1217,1,76,1.0
1218,2,76,0.8
1219,3,76,0.9
1220,4,76,0.7
1221,5,76,0.6
1222,6,76,0.5
1223,7,76,0.4
1224,8,76,0.6
1225,9,76,0.4
1226,10,76,0.3
1227,11,76,0.8
1228,12,76,0.3
1229,13,76,0.5
1230,14,76,0.2
1231,15,76,0.2
1232,0,77,0.9
1233,1,77,1.0
1234,2,77,0.8
1235,3,77,0.9
1236,4,77,0.7
1237,5,77,0.5
1238,6,77,0.6
1239,7,77,0.4
1240,8,77,0.8
1241,9,77,0.3
1242,10,77,0.2
1243,11,77,0.9
1244,12,77,0.4
1245,13,77,0.6
1246,14,77,0.3
1247,15,77,0.2
1248,0,78,0.9
1249,1,78,0.8
1250,2,78,0.9
1251,3,78,0.7
1252,4,78,1.0
1253,5,78,0.6
1254,6,78,0.7
1255,7,78,0.8
1256,8,78,0.9
1257,9,78,0.5
1258,10,78,0.5
1259,11,78,0.7
1260,12,78,0.6
1261,13,78,1.0
1262,14,78,0.9
1263,15,78,0.8
1264,0,79,0.9
1265,1,79,0.9
1266,2,79,0.8
1267,3,79,0.7
1268,4,79,0.9
1269,5,79,0.4
1270,6,79,0.5
1271,7,79,0.6
1272,8,79,0.8
1273,9,79,0.3
1274,10,79,0.4
1275,11,79,0.7
1276,12,79,0.6
1277,13,79,0.8
1278,14,79,0.6
1279,15,79,0.5
1280,0,80,0.8
1281,1,80,0.9
1282,2,80,0.7
1283,3,80,0.6
1284,4,80,0.8
1285,5,80,0.7
1286,6,80,0.6
1287,7,80,0.8
1288,8,80,0.5
1289,9,80,0.4
1290,10,80,0.3
1291,11,80,0.5
1292,12,80,0.6
1293,13,80,0.4
1294,14,80,0.7
1295,15,80,0.5
1296,0,81,0.9
1297,1,81,0.8
1298,2,81,0.7
1299,3,81,0.6
1300,4,81,0.8
1301,5,81,1.0
1302,6,81,0.9
1303,7,81,0.9
1304,8,81,0.5
1305,9,81,0.4
1306,10,81,0.3
1307,11,81,0.5
1308,12,81,0.6
1309,13,81,0.7
1310,14,81,1.0
1311,15,81,0.4
1312,0,82,0.8
1313,1,82,0.9
1314,2,82,0.7
1315,3,82,0.6
1316,4,82,0.5
1317,5,82,0.7
1318,6,82,0.6
1319,7,82,0.8
1320,8,82,0.4
1321,9,82,0.5
1322,10,82,0.6
1323,11,82,0.3
1324,12,82,0.4
1325,13,82,0.5
1326,14,82,0.6
1327,15,82,0.4
1328,0,83,0.8
1329,1,83,0.7
1330,2,83,0.5
1331,3,83,0.6
1332,4,83,0.9
1333,5,83,0.4
1334,6,83,0.4
1335,7,83,0.6
1336,8,83,0.9
1337,9,83,0.3
1338,10,83,0.3
1339,11,83,0.5
1340,12,83,1.0
1341,13,83,0.9
1342,14,83,0.7
1343,15,83,1.0
1344,0,84,0.8
1345,1,84,0.9
1346,2,84,1.0
1347,3,84,0.8
1348,4,84,0.7
1349,5,84,0.5
1350,6,84,0.7
1351,7,84,0.4
1352,8,84,0.6
1353,9,84,0.3
1354,10,84,0.4
1355,11,84,0.9
1356,12,84,0.2
1357,13,84,0.6
1358,14,84,0.5
1359,15,84,0.3
1360,0,85,0.9
